2 1 1 L 3.38801e-36  RL 2.52297e-33 4.08802e-24 5.35944e-18 LL 4.9375e-48        0        0  misfit  20.2737 Rm  18.4005  9.47218  5.16505 Lm  47.4606        0        0		   1.578    2.278  3.18561  3.90038  5.57482  6.16702 0.803971  15.3008  36.9278  3.40277  4.02111  5.95484  6.47238 0.828345  15.3008  36.9278  3.57859  3.96428  6.26254  6.59116 0.881553  15.3008  36.9278  3.96101  4.23877  6.93177  7.17062 0.915953  15.3008  36.9278    4.236  4.45083    7.413    7.413        1 0.0208479 0.0710407    4.186   4.3983    7.326    7.326        1 0.0208479 0.0710407    4.183  4.39514     7.32     7.32        1 0.0208479 0.0710407    4.279  4.49601    7.488    7.488        1 0.0208479 0.0710407     4.49  4.71771    7.858    7.858        1 0.0208479 0.0710407 
2 1 2 L 1.16522e-35  RL 5.21735e-36 1.83462e-26 4.2178e-20 LL 8.98587e-46        0        0  misfit  20.4577 Rm  21.5559  11.4695  6.50018 Lm  43.0341        0        0		   1.578    2.278  3.12814  3.80478  5.47424  6.03593 0.808292  9.85917  40.8959  3.46536  4.00987  6.06437  6.52282  0.84429  9.85917  40.8959  3.55862  3.93599  6.22759  6.54926  0.88301  9.85917  40.8959  3.93422  4.23028  6.88489  7.13915 0.910905  9.85917  40.8959    4.236  4.42777    7.413    7.413        1 0.0195868 0.0796102    4.186   4.3755    7.326    7.326        1 0.0195868 0.0796102    4.183  4.37237     7.32     7.32        1 0.0195868 0.0796102    4.279  4.47271    7.488    7.488        1 0.0195868 0.0796102     4.49  4.69327    7.858    7.858        1 0.0195868 0.0796102 
2 1 3 L 1.24628e-34  RL 5.35079e-28 5.34286e-23 5.54235e-20 LL 6.8997e-47        0        0  misfit  18.8885 Rm  12.8785   8.5896  6.42084 Lm  45.1903        0        0		   1.578    2.278  3.21626  3.86638  5.62845  6.16994   0.8162  14.8086  39.9284  3.45914   4.0029   6.0535   6.5113 0.844247  14.8086  39.9284  3.60144  3.96418  6.30252  6.61212 0.887557  14.8086  39.9284  3.97891  4.20643   6.9631  7.15937 0.929264  14.8086  39.9284    4.236  4.45493    7.413    7.413        1 0.012261 0.0637544    4.186  4.40235    7.326    7.326        1 0.012261 0.0637544    4.183  4.39919     7.32     7.32        1 0.012261 0.0637544    4.279  4.50015    7.488    7.488        1 0.012261 0.0637544     4.49  4.72206    7.858    7.858        1 0.012261 0.0637544 
2 1 4 L 2.03624e-32  RL 6.71413e-25 4.20046e-23 1.4592e-21 LL 6.73725e-44        0        0  misfit  17.1462 Rm  10.1183  8.67038  7.51743 Lm  39.5263        0        0		   1.578    2.278  3.19959  3.82556  5.59928  6.12146 0.819962  20.1953  42.9769   3.5181  4.01434  6.15667  6.57609 0.855595  20.1953  42.9769  3.54501  3.94972  6.20377  6.54806 0.876277  20.1953  42.9769  3.97421  4.17396  6.95487  7.12748 0.936738  20.1953  42.9769    4.236   4.5422    7.413    7.413        1 0.0142444 0.064089    4.186  4.48858    7.326    7.326        1 0.0142444 0.064089    4.183  4.48537     7.32     7.32        1 0.0142444 0.064089    4.279  4.58831    7.488    7.488        1 0.0142444 0.064089     4.49  4.81456    7.858    7.858        1 0.0142444 0.064089 
2 1 5 L 9.78626e-32  RL 2.11471e-18 3.39396e-23 2.17949e-18 LL 9.57044e-44        0        0  misfit  16.1227 Rm  5.40944  8.74228  5.40142 Lm  39.2476        0        0		   1.578    2.278  3.27632  3.84004  5.73355  6.20647 0.834427  20.5467  36.6979    3.532  3.97595    6.181  6.55763 0.867118  20.5467  36.6979   3.5533  3.94583  6.21827   6.5525 0.879309  20.5467  36.6979  3.92693  4.17695  6.87213  7.08747 0.922487  20.5467  36.6979    4.236  4.53807    7.413    7.413        1 0.00603328 0.0652002    4.186   4.4845    7.326    7.326        1 0.00603328 0.0652002    4.183  4.48129     7.32     7.32        1 0.00603328 0.0652002    4.279  4.58413    7.488    7.488        1 0.00603328 0.0652002     4.49  4.81018    7.858    7.858        1 0.00603328 0.0652002 
2 1 6 L 5.45105e-32  RL 1.43259e-17 1.1122e-21 3.54255e-18 LL 2.79976e-44        0        0  misfit  16.0816 Rm  4.91281  7.60277  5.27316 Lm  40.2277        0        0		   1.578    2.278  3.32718  3.88992  5.82256  6.29498 0.836315  18.8602  37.7109  3.50764  3.91958  6.13838  6.48854 0.873629  18.8602  37.7109  3.54861  3.88759  6.21007  6.49976 0.892099  18.8602  37.7109  3.88104  4.24209  6.79182  7.10055  0.89432  18.8602  37.7109    4.236  4.40624    7.413    7.413        1 0.0227883 0.0520722    4.186  4.35423    7.326    7.326        1 0.0227883 0.0520722    4.183  4.35111     7.32     7.32        1 0.0227883 0.0520722    4.279  4.45097    7.488    7.488        1 0.0227883 0.0520722     4.49  4.67045    7.858    7.858        1 0.0227883 0.0520722 
2 1 7 L 1.69016e-32  RL 3.90778e-19 1.36771e-24 8.48341e-19 LL 1.01588e-44        0        0  misfit  17.0561 Rm  5.86762  9.86126  5.65498 Lm  41.0451        0        0		   1.578    2.278  3.33682  3.90675  5.83943   6.3177 0.835236  22.1379  39.0339  3.52233  3.96035  6.16408  6.53579 0.868161  22.1379  39.0339  3.61448  3.88473  6.32534  6.55747 0.911377  22.1379  39.0339  3.97427  4.23312  6.95496  7.17783 0.920987  22.1379  39.0339    4.236  4.39633    7.413    7.413        1 0.0350139 0.0626736    4.186  4.34444    7.326    7.326        1 0.0350139 0.0626736    4.183  4.34132     7.32     7.32        1 0.0350139 0.0626736    4.279  4.44096    7.488    7.488        1 0.0350139 0.0626736     4.49  4.65994    7.858    7.858        1 0.0350139 0.0626736 
2 1 8 L 8.97169e-32  RL 1.75428e-25 4.45433e-28 1.71189e-19 LL 2.42637e-42        0        0  misfit  17.0831 Rm  10.6121  12.9539  6.09836 Lm  36.7276        0        0		   1.578    2.278  3.33303  3.79647  5.83281  6.22469 0.857061  25.5092  40.5345  3.60349  4.05045   6.3061  6.68544 0.868407  25.5092  40.5345  3.63643  3.89559  6.36375  6.58654 0.914816  25.5092  40.5345  3.97995  4.26618  6.96491  7.21094 0.914171  25.5092  40.5345    4.236  4.41651    7.413    7.413        1 0.0508129 0.0692714    4.186  4.36438    7.326    7.326        1 0.0508129 0.0692714    4.183  4.36126     7.32     7.32        1 0.0508129 0.0692714    4.279  4.46135    7.488    7.488        1 0.0508129 0.0692714     4.49  4.68134    7.858    7.858        1 0.0508129 0.0692714 
2 1 9 L 2.91858e-31  RL 3.58586e-21 6.36893e-31 4.27092e-16 LL 7.58649e-42        0        0  misfit  16.6507 Rm  7.23831  15.7886  4.09038 Lm  35.8589        0        0		   1.578    2.278  3.32515  3.78421  5.81901  6.20729 0.857786  25.6498  34.9865  3.46918  4.08316  6.07106  6.58553   0.8313  25.6498  34.9865  3.67654  3.86264  6.43394  6.59475 0.936346  25.6498  34.9865  4.01175  4.32885  7.02057  7.29265 0.907252  25.6498  34.9865    4.236  4.39911    7.413    7.413        1 0.0579005 0.0795896    4.186  4.34718    7.326    7.326        1 0.0579005 0.0795896    4.183  4.34407     7.32     7.32        1 0.0579005 0.0795896    4.279  4.44376    7.488    7.488        1 0.0579005 0.0795896     4.49  4.66289    7.858    7.858        1 0.0579005 0.0795896 
2 1 10 L 1.90995e-30  RL 2.89181e-27 1.33189e-35 2.40534e-15 LL 1.15241e-37        0        0  misfit  16.4882 Rm  12.1958  21.0614  3.70059 Lm  28.9366        0        0		   1.578    2.278  3.37065   3.7423  5.89864  6.21511 0.879484  33.3726  33.7147  3.48265  4.08141  6.09464  6.59696 0.834513  33.3726  33.7147  3.71371   3.9599  6.49899   6.7109 0.919807  33.3726  33.7147  3.95868  4.21353  6.92769  7.14715 0.921759  33.3726  33.7147    4.236  4.37479    7.413    7.413        1 0.0540894 0.0695176    4.186  4.32315    7.326    7.326        1 0.0540894 0.0695176    4.183  4.32005     7.32     7.32        1 0.0540894 0.0695176    4.279   4.4192    7.488    7.488        1 0.0540894 0.0695176     4.49  4.63711    7.858    7.858        1 0.0540894 0.0695176 
