21 1 1 L 5.23764e-27  RL 1.3764e-18 1.62902e-28 6.18643e-42 LL 6.77702e-16 1.78387e-12 6.68523e-07  misfit  11.8902 Rm   5.5242   13.371   29.405 Lm  4.60073  4.13982  2.66629		   1.578    2.278  3.29457  3.35036  5.76549   5.8141 0.929471  4.70271  6.41624  3.39471  3.72272  5.94075  6.22099 0.612885  4.70271  6.41624  3.66367  3.98668  6.41141  6.68795 0.645336  4.70271  6.41624  3.88162  3.93608  6.79283  6.84032 0.941479  4.70271  6.41624    4.236  4.54456    7.413    7.413        1 0.0682143 -0.0583068    4.186  4.49092    7.326    7.326        1 0.0682143 -0.0583068    4.183   4.4877     7.32     7.32        1 0.0682143 -0.0583068    4.279   4.5907    7.488    7.488        1 0.0682143 -0.0583068     4.49  4.81707    7.858    7.858        1 0.0682143 -0.0583068 
21 1 2 L 1.11194e-27  RL 8.92807e-23 1.90015e-29 2.88196e-42 LL 9.3725e-14 1.82558e-12 8.25284e-12  misfit  12.9913 Rm  8.41847   14.284  29.8803 Lm  3.39375  4.13275  3.68428		   1.578    2.278  3.27984  3.36608  5.73973  5.81469 0.891002  7.06856  2.64025  3.39786  3.69338  5.94626  6.19934 0.649939  7.06856  2.64025  3.61125  3.96705  6.31968  6.62352  0.60562  7.06856  2.64025  3.84838  3.93288  6.73467  6.80821 0.908781  7.06856  2.64025    4.236  4.51595    7.413    7.413        1 0.0779648 -0.0691161    4.186  4.46265    7.326    7.326        1 0.0779648 -0.0691161    4.183  4.45945     7.32     7.32        1 0.0779648 -0.0691161    4.279   4.5618    7.488    7.488        1 0.0779648 -0.0691161     4.49  4.78674    7.858    7.858        1 0.0779648 -0.0691161 
21 1 3 L 7.5651e-29  RL 8.35799e-28 2.8642e-27 1.28913e-43 LL 1.73933e-06 2.40422e-12 1.0452e-11  misfit  14.4321 Rm  12.6963  12.1996  31.8531 Lm  1.71672  4.04898  3.61638		   1.578    2.278  3.22427  3.31846  5.64247   5.7243  0.87907   12.413  2.88694  3.38323   3.7393  5.92066  6.22423 0.580068   12.413  2.88694  3.57788  3.93322  6.26128  6.56467 0.602603   12.413  2.88694  3.86051  3.93041  6.75589  6.81678 0.924634   12.413  2.88694    4.236  4.49846    7.413    7.413        1 0.0747293 -0.0691675    4.186  4.44536    7.326    7.326        1 0.0747293 -0.0691675    4.183  4.44217     7.32     7.32        1 0.0747293 -0.0691675    4.279  4.54412    7.488    7.488        1 0.0747293 -0.0691675     4.49   4.7682    7.858    7.858        1 0.0747293 -0.0691675 
21 1 4 L 3.09709e-28  RL 1.43309e-23 5.17419e-29 1.92171e-43 LL 1.29739e-12 1.83605e-12 4.15098e-07  misfit  13.4312 Rm  9.03607  13.8546  31.5961 Lm  2.82524    4.131   2.7106		   1.578    2.278  3.27338  3.34053  5.72842  5.78687 0.914718  7.36634  6.24705  3.38222  3.71616  5.91889  6.20405 0.604827  7.36634  6.24705  3.60141  3.95963  6.30247  6.60831 0.602027  7.36634  6.24705   3.9204  3.93119  6.86069  6.87013 0.988455  7.36634  6.24705    4.236  4.50919    7.413    7.413        1 0.0702176 -0.0731727    4.186  4.45596    7.326    7.326        1 0.0702176 -0.0731727    4.183  4.45277     7.32     7.32        1 0.0702176 -0.0731727    4.279  4.55496    7.488    7.488        1 0.0702176 -0.0731727     4.49  4.77957    7.858    7.858        1 0.0702176 -0.0731727 
21 1 5 L 5.33694e-27  RL 4.60929e-16 1.23834e-27 1.96809e-42 LL 1.32782e-16 1.78853e-12 8.46277e-05  misfit  11.5461 Rm  4.07278  12.5366  30.1191 Lm  5.04016  4.13902  2.16532		   1.578    2.278  3.31631  3.38253  5.80354   5.8612 0.916959  5.30027    8.387  3.46988  3.71325   6.0723  6.28157 0.715412  5.30027    8.387  3.54771  3.92669   6.2085  6.53148 0.574085  5.30027    8.387  3.88087  4.00824  6.79152  6.90206 0.864374  5.30027    8.387    4.236  4.52909    7.413    7.413        1 0.0586712 -0.0516671    4.186  4.47563    7.326    7.326        1 0.0586712 -0.0516671    4.183  4.47242     7.32     7.32        1 0.0586712 -0.0516671    4.279  4.57507    7.488    7.488        1 0.0586712 -0.0516671     4.49  4.80067    7.858    7.858        1 0.0586712 -0.0516671 
21 1 6 L 3.01544e-25  RL 3.33206e-17 2.63862e-27 6.37038e-39 LL 1.59028e-15 1.77432e-12 0.0180439  misfit  10.4538 Rm  4.70129  12.2324  25.2626 Lm  4.37877  4.14146  1.41685		   1.578    2.278  3.32862  3.34174  5.82508  5.83655 0.983481  1.28143   11.876  3.46669  3.73653  6.06671  6.29831 0.685328  1.28143   11.876  3.50666  3.93966  6.13665  6.50418 0.511537  1.28143   11.876  3.93619   4.0193  6.88833  6.96067 0.912245  1.28143   11.876    4.236  4.53454    7.413    7.413        1 0.0451089 -0.0538258    4.186  4.48101    7.326    7.326        1 0.0451089 -0.0538258    4.183   4.4778     7.32     7.32        1 0.0451089 -0.0538258    4.279  4.58057    7.488    7.488        1 0.0451089 -0.0538258     4.49  4.80644    7.858    7.858        1 0.0451089 -0.0538258 
21 1 7 L 4.97565e-25  RL 2.25802e-13 1.47228e-27 3.31795e-38 LL 4.27965e-19 1.7743e-12 0.0685062  misfit  10.4602 Rm   2.7693  12.4667  24.3234 Lm  6.74632  4.14147  1.15776		   1.578    2.278   3.3325  3.38693  5.83188  5.87931 0.931962   1.0704  14.5496  3.45733  3.70567  6.05033  6.26379 0.708769   1.0704  14.5496   3.5986  3.99029  6.29756  6.63121 0.566451   1.0704  14.5496  3.88241  4.00628  6.79422  6.90175 0.868097   1.0704  14.5496    4.236  4.57171    7.413    7.413        1 0.0465754 -0.0583703    4.186  4.51775    7.326    7.326        1 0.0465754 -0.0583703    4.183  4.51451     7.32     7.32        1 0.0465754 -0.0583703    4.279  4.61812    7.488    7.488        1 0.0465754 -0.0583703     4.49  4.84584    7.858    7.858        1 0.0465754 -0.0583703 
21 1 8 L 1.65728e-24  RL 7.03666e-12 4.39178e-28 1.40542e-35 LL 9.74326e-23 1.77427e-12 0.0021418  misfit  10.6861 Rm  2.15378  12.9597  21.0332 Lm  9.68738  4.14147  1.75301		   1.578    2.278  3.32323  3.36126  5.81566  5.84884  0.95221 0.168438  10.1439  3.44995  3.80394  6.03742  6.33941 0.590082 0.168438  10.1439  3.60112  4.02105  6.30196  6.65899  0.53722 0.168438  10.1439  3.92401  4.04587  6.86701  6.97282 0.871561 0.168438  10.1439    4.236  4.56203    7.413    7.413        1 0.0603194 -0.0565343    4.186  4.50818    7.326    7.326        1 0.0603194 -0.0565343    4.183  4.50495     7.32     7.32        1 0.0603194 -0.0565343    4.279  4.60834    7.488    7.488        1 0.0603194 -0.0565343     4.49  4.83558    7.858    7.858        1 0.0603194 -0.0565343 
21 1 9 L 2.57017e-25  RL 1.37322e-14 2.23541e-29 1.31847e-35 LL 8.94946e-25 1.77428e-12 6.05506e-08  misfit  11.6844 Rm  3.32747  14.2139  21.0667 Lm  11.5633  4.14147  2.88269		   1.578    2.278  3.29439  3.43898  5.76517  5.89032 0.819619 0.641178  5.59499  3.45535  3.75626  6.04685  6.30454 0.649497 0.641178  5.59499  3.59135  4.00316  6.28487  6.63516 0.544519 0.641178  5.59499  3.97481  4.05454  6.95592  7.02533 0.916595 0.641178  5.59499    4.236  4.52979    7.413    7.413        1  0.07449 -0.0655407    4.186  4.47632    7.326    7.326        1  0.07449 -0.0655407    4.183  4.47311     7.32     7.32        1  0.07449 -0.0655407    4.279  4.57577    7.488    7.488        1  0.07449 -0.0655407     4.49   4.8014    7.858    7.858        1  0.07449 -0.0655407 
21 1 10 L 2.57141e-25  RL 1.49548e-15 7.37192e-29 5.62191e-36 LL 1.99751e-24 1.77428e-12 6.26768e-07  misfit  11.6297 Rm  3.80582  13.7044  21.5163 Lm  11.2304  4.14147  2.67233		   1.578    2.278  3.26753  3.39204  5.71818   5.8261 0.842948 0.504282  6.39347  3.49471  3.78291  6.11574  6.36282 0.667346 0.504282  6.39347  3.53205  4.07639  6.18109  6.63972 0.399025 0.504282  6.39347  3.96785  4.06659  6.94374  7.02961 0.896765 0.504282  6.39347    4.236  4.51846    7.413    7.413        1 0.0668244 -0.0645746    4.186  4.46513    7.326    7.326        1 0.0668244 -0.0645746    4.183  4.46193     7.32     7.32        1 0.0668244 -0.0645746    4.279  4.56433    7.488    7.488        1 0.0668244 -0.0645746     4.49   4.7894    7.858    7.858        1 0.0668244 -0.0645746 
